date,½µÓê¾ùÖµ,Õô·¢,flow
2011/7/18,42.83,0.9,33.4
2011/7/19,18.17,3.3,141
2011/7/20,2.5,2.2,94.3
2011/7/21,2.92,4.1,42.8
2011/7/22,0,3.8,40
2011/7/23,0,5.9,29.7
2011/7/24,5,7.3,26.7
2011/7/25,0,4.8,25.8
2011/7/26,0,5.2,16.3
2011/7/27,0,6.6,14.9
2011/7/28,0,6,20.3
2011/7/29,0,7.2,11.8
2011/7/30,0,6,5.17
2011/7/31,5.75,5.1,13.3
2011/8/1,0,5.5,15.8
2011/8/2,2.42,4.7,16.9
2011/8/3,0,6.5,20.5
2011/8/4,0,6.8,22.1
2011/8/5,0,6.3,24
2011/8/6,3.92,5.1,23.4
2011/8/7,0.42,3.8,13.6
2011/8/8,3.17,4.4,10.7
2011/8/9,8.17,4.6,20.4
2011/8/10,10.92,5.1,5.68
2011/8/11,0.33,2.9,5.15
2011/8/12,27.83,4.5,14.3
2011/8/13,10.42,4.3,48
2011/8/14,0,4.4,32.7
2011/8/15,0,5,20.6
2011/8/16,0,5.5,13.5
2011/8/17,0,5.8,7.83
2011/8/18,0.67,6.8,8.82
2011/8/19,0.42,6.8,8.4
2011/8/20,3.75,6.5,8.26
2011/8/21,0.42,6.2,7.66
2011/8/22,7.92,5.5,6.18
2011/8/23,19,4.2,7.83
2011/8/24,37.67,3.4,16.3
2011/8/25,8.83,2.4,49
2011/8/26,3.83,4.7,50.9
2011/8/27,6.17,3.2,28.1
2011/8/28,4,2.8,26.9
2011/8/29,3.42,0.7,28.7
2011/8/30,6.67,0.4,27
2011/8/31,3.25,1.8,31.7
2011/9/1,9.58,3,30.5
2011/9/2,4.5,4.5,30.9
2011/9/3,0,3.8,32.1
2011/9/4,0,5,27.7
2011/9/5,0,5.8,21.7
2011/9/6,0,4,22.8
2011/9/7,0,3.2,12.5
2011/9/8,11.92,4.9,12.9
2011/9/9,30.17,4.7,36.3
2011/9/10,0,4.8,70
2011/9/11,0,5,22.3
2011/9/12,1.92,3.6,15.9
2011/9/13,0,5.5,13.1
2011/9/14,0,4.9,15.3
2011/9/15,0,5.2,9.72
2011/9/16,3,4.6,9.45
2011/9/17,0,5.2,13.9
2011/9/18,0,7.2,10.2
2011/9/19,0,6,9.19
2011/9/20,0,5.5,10.2
2011/9/21,0,3.4,12.8
2011/9/22,0,4.6,8.86
2011/9/23,0,2.2,9.01
2011/9/24,3.17,0.7,10.3
2011/9/25,0,1.7,10.3
2011/9/26,0,2.4,9.56
2011/9/27,0,2.4,10.1
2011/9/28,0,3,10.2
2011/9/29,24.17,3.2,11.9
2011/9/30,1,5.3,40.1
2011/10/1,0,3.9,25.9
2011/10/2,0.67,4.5,16.1
2011/10/3,3.67,1.7,12.9
2011/10/4,0.08,1.7,14.7
2011/10/5,0,1.9,11
2011/10/6,0.08,1.1,11.2
2011/10/7,0.08,1.4,8.93
2011/10/8,0,2.5,7.92
2011/10/9,0,3.4,9.35
2011/10/10,0,2.7,7.93
2011/10/11,0,3.5,8.25
2011/10/12,0.17,2,8.76
2011/10/13,14,1.7,9.06
2011/10/14,1.17,2,10.2
2011/10/15,0.08,5.4,11.2
2011/10/16,0,4,10.5
2011/10/17,0,3.2,10.4
2011/10/18,0,4,9.55
2011/10/19,0,3.2,7.37
2011/10/20,0,2.8,7.54
2011/10/21,0,2.6,6.77
2011/10/22,0,2.5,5.3
2011/10/23,0,2.4,8.53
2011/10/24,10.83,2.7,8.05
2011/10/25,1.33,4.4,9.65
2011/10/26,0,2.5,8.06
2011/10/27,0,2.8,7.83
2011/10/28,0,2.3,8.58
2011/10/29,0.42,2.3,7.79
2011/10/30,0.08,2.9,7
2011/10/31,0,2,6.48
2011/11/1,0.33,2.7,7.27
2011/11/2,1,1.6,13.9
2011/11/3,0.25,1.5,11.6
2011/11/4,0.83,1.4,11.1
2011/11/5,0,2,6.08
2011/11/6,0,2.8,3.6
2011/11/7,1.58,2.1,2.79
2011/11/8,21.75,1,3.76
2011/11/9,21.67,3,15.2
2011/11/10,0,1.9,42.2
2011/11/11,0,1.5,24.7
2011/11/12,0.08,1.4,11.7
2011/11/13,0,2.2,13.2
2011/11/14,0,2.4,11.7
2011/11/15,0,2.4,14
2011/11/16,0,1.3,9.23
2011/11/17,2.25,0.6,10.9
2011/11/18,43.58,0.8,19.9
2011/11/19,0.58,2.1,73.9
2011/11/20,0,3.8,30.9
2011/11/21,0,3.3,21.9
2011/11/22,0,2.2,16
2011/11/23,0,2.5,12.8
2011/11/24,0,2.7,11.6
2011/11/25,0,1.9,15.5
2011/11/26,0,1.2,11.5
2011/11/27,0,1,11.9
2011/11/28,0,0.8,10.3
2011/11/29,0,1.1,11.1
2011/11/30,2.33,3.1,11
2011/12/1,0.58,2.7,11.1
2011/12/2,0,2.8,10.5
2011/12/3,0,1.8,10.2
2011/12/4,0,1.7,10.8
2011/12/5,0,0.8,12.7
2011/12/6,10.08,0.3,9.11
2011/12/7,9.5,0.2,10.2
2011/12/8,1.33,2,17.1
2011/12/9,0,2.7,15.8
2011/12/10,0,1.9,11
2011/12/11,0,2.3,13.7
2011/12/12,0,1.4,9.34
2011/12/13,0,1.7,8.42
2011/12/14,0,1.6,10.7
2011/12/15,0,2.9,10.6
2011/12/16,0,3.7,8.32
2011/12/17,0,2.1,4.51
2011/12/18,0,1.3,8.31
2011/12/19,0,1.4,8.07
2011/12/20,0,0.8,5.58
2011/12/21,0,1.4,7.37
2011/12/22,0,2.5,8.91
2011/12/23,0,2.4,7.46
2011/12/24,0,2.1,5.96
2011/12/25,0,1.6,7.76
2011/12/26,0,0.9,6.23
2011/12/27,0,1.1,7.1
2011/12/28,0,0.8,5.24
2011/12/29,7.25,0.3,8.87
2011/12/30,0,1.7,7.92
2011/12/31,0,0.9,4.13
2012/1/1,0.08,1.4,6.88
2012/1/2,0,1.1,7.86
2012/1/3,5.92,0.8,9.02
2012/1/4,2.17,1,8.45
2012/1/5,7.25,0.8,8.15
2012/1/6,2.33,0.3,9.55
2012/1/7,0.08,0.6,12.2
2012/1/8,0.17,0.2,8.69
2012/1/9,0,0.3,8.77
2012/1/10,0,0.3,6.59
2012/1/11,0,2.3,9.91
2012/1/12,0.33,0.3,9.41
2012/1/13,4.67,0.1,8.11
2012/1/14,37.58,0.5,14
2012/1/15,28.58,0.1,69.1
2012/1/16,0.33,0.7,148
2012/1/17,0.08,0.2,96.9
2012/1/18,16.92,0.4,58.4
2012/1/19,6.08,0.6,79.4
2012/1/20,6.83,0.7,75.3
2012/1/21,10.58,0.5,68.4
2012/1/22,1.17,0.8,78.4
2012/1/23,2.42,0.8,66.1
2012/1/24,4.75,0.3,45.2
2012/1/25,0.17,0.7,39.5
2012/1/26,4.33,0.2,36.4
2012/1/27,5.17,0.1,36
2012/1/28,4.25,0.1,31.8
2012/1/29,2.08,0.1,36.6
2012/1/30,0.17,0.1,36.3
2012/1/31,0.08,1.1,35.9
2012/2/1,0.5,0.8,29.3
2012/2/2,1.08,3.3,31.2
2012/2/3,0,0.7,27.3
2012/2/4,4,0.1,28.1
2012/2/5,0,0.2,27.1
2012/2/6,16.42,0.1,28.4
2012/2/7,0.25,1.9,40.9
2012/2/8,0,1.6,43.1
2012/2/9,7.58,0.2,36.8
2012/2/10,4.83,0.5,33.4
2012/2/11,0.67,0.8,39.5
2012/2/12,0.08,0.2,34.3
2012/2/13,0,0.7,30.3
2012/2/14,4.5,0.5,27.3
2012/2/15,0.92,1.5,30.4
2012/2/16,0.08,1.9,27.6
2012/2/17,0,1.6,26.3
2012/2/18,0,2.7,25.7
2012/2/19,0,2.6,24.4
2012/2/20,0,1.3,25.1
2012/2/21,0,0.8,19.4
2012/2/22,18.83,0.2,22.6
2012/2/23,33.33,0.2,54.7
2012/2/24,13.33,0.4,114
2012/2/25,1.17,1.8,113
2012/2/26,0.08,2,91.3
2012/2/27,11.5,1,70
2012/2/28,0.75,0.8,73.9
2012/2/29,10.08,0.2,59.9
2012/3/1,4.33,0.2,76.5
2012/3/2,19.92,0.5,76.1
2012/3/3,9.42,0.1,126
2012/3/4,41.67,0.8,153
2012/3/5,20.33,0.5,399
2012/3/6,46.33,0.9,271
2012/3/7,13.75,0.2,489
2012/3/8,13.83,0.9,267
2012/3/9,4.17,1,231
2012/3/10,0,1.3,149
2012/3/11,0,1.5,105
2012/3/12,0,2.3,90
2012/3/13,0,2.1,78
2012/3/14,4.67,1.3,64
2012/3/15,0.25,0.2,64.7
2012/3/16,0,0.9,51.6
2012/3/17,6.33,0.9,40
2012/3/18,14.58,0.4,36.8
2012/3/19,57.08,1.2,112
2012/3/20,1.25,2,343
2012/3/21,0,2.4,173
2012/3/22,0.33,2.2,111
2012/3/23,1.75,2.4,93.7
2012/3/24,0,3.6,76.1
2012/3/25,0,3.8,62.5
2012/3/26,0,3.2,54
2012/3/27,0,3.3,39
2012/3/28,0,4,37.9
2012/3/29,0,1.4,34
2012/3/30,5.92,1.3,35.2
2012/3/31,0,4.5,39.3
2012/4/1,0,4.6,36.9
2012/4/2,0,1.8,28
2012/4/3,0,5.5,26.5
2012/4/4,21.25,1.3,16.2
2012/4/5,0.08,2,39.8
2012/4/6,0,1.9,25.6
2012/4/7,0,4.4,21.7
2012/4/8,9.25,0.1,23.3
2012/4/9,18.17,0.4,25.5
2012/4/10,19.67,1,44.8
2012/4/11,9.17,1,92.8
2012/4/12,72.92,0.7,137
2012/4/13,6.08,1.1,585
2012/4/14,30.83,1.5,225
2012/4/15,25.33,0.3,419
2012/4/16,0.33,2,331
2012/4/17,1.92,1.8,151
2012/4/18,1.83,0.8,115
2012/4/19,1.08,0.6,95.9
2012/4/20,43.92,0.3,93.8
2012/4/21,0.08,2.5,188
2012/4/22,0,3.2,118
2012/4/23,26.42,2.1,92.6
2012/4/24,13.92,0.6,143
2012/4/25,8.83,0.8,162
2012/4/26,0,3.9,153
2012/4/27,0,3.1,117
2012/4/28,3.17,1,99.9
2012/4/29,13.67,0.5,94.5
2012/4/30,53.42,0.6,108
2012/5/1,4.08,0.8,399
2012/5/2,0.17,1.9,226
2012/5/3,49,1.1,188
2012/5/4,0.67,1.9,371
2012/5/5,0,3.6,194
2012/5/6,0,3.4,128
2012/5/7,0,2.5,104
2012/5/8,11.17,0.4,92.5
2012/5/9,21.67,1,105
2012/5/10,2.75,1.6,128
2012/5/11,0.08,2.8,93.7
2012/5/12,21.83,0.2,79.9
2012/5/13,11.08,0.3,125
2012/5/14,44.58,0.4,175
2012/5/15,13,0.3,493
2012/5/16,4.25,0.9,309
2012/5/17,0,3.6,211
2012/5/18,0,4.3,131
2012/5/19,2.5,1.6,107
2012/5/20,0,3.9,101
2012/5/21,0,3.2,83.9
2012/5/22,0,4.8,72.5
2012/5/23,0.08,2.3,74.3
2012/5/24,0.67,1.3,48.1
2012/5/25,6.75,1.6,61
2012/5/26,0.25,1.3,56.2
2012/5/27,0.42,1.6,50
2012/5/28,0.17,1.3,50.1
2012/5/29,8.08,3.8,39.1
2012/5/30,3.83,1.4,45.6
2012/5/31,0,5.1,49.6
2012/6/1,2.58,2.3,38
2012/6/2,0.08,1.8,38
2012/6/3,0,2.7,34.5
2012/6/4,2.75,1.4,25
2012/6/5,2.33,0.8,36.7
2012/6/6,17.08,0.1,36.9
2012/6/7,5.92,1.2,55.9
2012/6/8,10.25,3.9,73.3
2012/6/9,5.67,0.8,52.7
2012/6/10,16,0.2,101
2012/6/11,10.42,1.5,113
2012/6/12,0,3.5,102
2012/6/13,0,5,58
2012/6/14,0,4.7,50.8
2012/6/15,0,4.2,42.2
2012/6/16,28.08,2.3,38.4
2012/6/17,39.92,1.1,113
2012/6/18,22.75,1.5,224
2012/6/19,40.17,2.5,518
2012/6/20,7.58,1.8,265
2012/6/21,0.17,3.1,138
2012/6/22,36.83,0.6,110
2012/6/23,61.33,0.2,247
2012/6/24,20.25,0.1,721
2012/6/25,3.67,0.7,310
2012/6/26,7.92,1,178
2012/6/27,0,2.2,142
2012/6/28,3.33,3.1,111
2012/6/29,0,2.3,97.6
2012/6/30,0.08,3.4,78.1
2012/7/1,0,5,64.9
2012/7/2,0,5.6,59.3
2012/7/3,0,6.1,44.6
2012/7/4,0,5.7,41.4
2012/7/5,0,6.1,35.1
2012/7/6,0,5.7,36.9
2012/7/7,0,5.6,36.9
2012/7/8,0,6.4,32.6
2012/7/9,0,4.7,32.9
2012/7/10,0,6.6,31.1
2012/7/11,0,6.2,31.6
2012/7/12,0,5.5,31.9
2012/7/13,0,6.3,26.6
2012/7/14,3.58,4.3,23.8
2012/7/15,11.58,2.4,31.2
2012/7/16,6.17,0.5,47.9
2012/7/17,5.5,2.1,44.4
2012/7/18,1.3,1.9,64.6
2012/7/19,8.58,4.4,50.5
2012/7/20,8.67,4,68.6
2012/7/21,0.08,3.9,49.6
2012/7/22,1.08,3,29.9
2012/7/23,1.5,3.9,29.3
2012/7/24,0.92,4.2,29.5
2012/7/25,0,4.7,11.3
2012/7/26,0.58,3,18.7
2012/7/27,3.08,1.9,26.9
2012/7/28,2.08,3.6,27.7
2012/7/29,0.33,4.9,26.8
2012/7/30,0,4.8,22.6
2012/7/31,0.5,6,24.1
2012/8/1,0,6.2,26.5
2012/8/2,9,0.9,30.5
2012/8/3,8.92,0.6,45.7
2012/8/4,3.75,1.3,35.1
2012/8/5,0.75,2.8,34
2012/8/6,0,3.6,28.9
2012/8/7,0.92,2.9,29.7
2012/8/8,3.5,1.9,31.8
2012/8/9,10.08,3.2,29.1
2012/8/10,8.33,1.7,41.1
2012/8/11,11.75,0.8,41.5
2012/8/12,0,2.9,38.9
2012/8/13,0,4.1,31.8
2012/8/14,0.17,5.2,23.7
2012/8/15,0,6.2,11.5
2012/8/16,0,4.4,13.1
2012/8/17,2.5,3.7,10.5
2012/8/18,7.33,5,20.4
2012/8/19,5,4.3,21.9
2012/8/20,2.17,5.6,21.9
2012/8/21,0,5.4,26.2
2012/8/22,13.33,3.5,35.2
2012/8/23,0,6.3,37.5
2012/8/24,0,5.3,26.7
2012/8/25,0.17,3.9,21.1
2012/8/26,0,4.1,20.5
2012/8/27,0,3.9,15.8
2012/8/28,1.83,4,14.3
2012/8/29,0,4.3,13.7
2012/8/30,0,5.2,13.9
2012/8/31,7.17,4.2,12.4
2012/9/1,2.92,2.8,12.2
2012/9/2,4.83,4.1,16.3
2012/9/3,1.17,2.6,17.7
2012/9/4,19.83,3.1,19.1
2012/9/5,3.33,1.9,43.1
2012/9/6,0.08,3.8,37.5
2012/9/7,0.92,4.2,26.1
2012/9/8,4.42,4.5,20
2012/9/9,1.08,4.5,13.8
2012/9/10,15.08,4.5,21.2
2012/9/11,4.42,4.6,24.8
2012/9/12,8.67,3.7,45.9
2012/9/13,2.25,5,49.6
2012/9/14,0,4.4,33.1
2012/9/15,0,4,23.8
2012/9/16,0,4.3,18.1
2012/9/17,0,4.3,15.9
2012/9/18,0,4,16
2012/9/19,0,3.5,11.8
2012/9/20,0,3.6,11.6
2012/9/21,11.92,0.2,13.4
2012/9/22,17.92,0.1,23.8
2012/9/23,14.5,0.3,42.2
2012/9/24,0.42,1.5,38.2
2012/9/25,0,3.1,48.8
2012/9/26,0,3.6,33.9
2012/9/27,0,3.8,31.5
2012/9/28,0,4.8,20.4
2012/9/29,0,5.4,15.3
2012/9/30,0,4.6,18.4
2012/10/1,0,3.4,13
2012/10/2,0,3.6,11.7
2012/10/3,0,3.8,20.6
2012/10/4,0,3.7,17.9
2012/10/5,0,3.1,13.4
2012/10/6,0,2.7,14.3
2012/10/7,0,2.7,16
2012/10/8,0,3.2,16.2
2012/10/9,0,3.5,15
2012/10/10,0,3.6,13.1
2012/10/11,0,4.2,17.6
2012/10/12,0,3.7,8.37
2012/10/13,0,3.2,5.78
2012/10/14,0,2.5,13.4
2012/10/15,0,2.2,15
2012/10/16,0,2.7,3.91
2012/10/17,0,3.4,12.3
2012/10/18,0,4.5,15.9
2012/10/19,0,3.4,7.85
2012/10/20,0,2.6,6.81
2012/10/21,0,3.2,4.56
2012/10/22,0,2.7,13
2012/10/23,0,4.3,10.1
2012/10/24,0,2.5,6.53
2012/10/25,0,1.8,12
2012/10/26,0,3.2,11.2
2012/10/27,0,2.7,7.95
2012/10/28,9.75,1.3,8.88
2012/10/29,19.25,1,8.79
2012/10/30,6,1.8,28.8
2012/10/31,0,3.9,28.3
2012/11/1,0,1.7,15.7
2012/11/2,0,3.9,16
2012/11/3,0,1.8,16.3
2012/11/4,0,4.2,15.7
2012/11/5,0,2.7,15
2012/11/6,0,2.7,12.4
2012/11/7,1.83,1,8.91
2012/11/8,42.25,0.1,16.9
2012/11/9,39.67,0.1,133
2012/11/10,23.25,1,171
2012/11/11,0,2.1,106
2012/11/12,0,1.4,43.7
2012/11/13,0,2.3,39.7
2012/11/14,0.75,0.7,25.5
2012/11/15,2.58,0.4,19.3
2012/11/16,18.83,0.2,17.7
2012/11/17,0.17,2.6,43.1
2012/11/18,0.08,1.8,32
2012/11/19,0,1.3,25.6
2012/11/20,0,1.1,23.8
2012/11/21,20.42,0.1,30.9
2012/11/22,13.08,0.1,47.6
2012/11/23,0.5,1.1,59.9
2012/11/24,0.17,1.1,48.7
2012/11/25,35.92,0.1,39.9
2012/11/26,0,2.4,160
2012/11/27,2.25,0.7,84.5
2012/11/28,10.25,0.2,60.3
2012/11/29,3.08,0.4,54.9
2012/11/30,10.75,0.4,51.1
2012/12/1,9.5,0.2,56
2012/12/2,0,0.2,67.8
2012/12/3,0.08,1.3,54.6
2012/12/4,2.75,0.9,43.9
2012/12/5,0,1.6,41.8
2012/12/6,0.08,1.9,40.7
2012/12/7,0,1.4,38.5
2012/12/8,0,0.5,41.9
2012/12/9,0,2,32.9
2012/12/10,7.67,0.2,39.6
2012/12/11,0.42,0.8,39.1
2012/12/12,0,0.2,44.7
2012/12/13,0,0.5,26.7
2012/12/14,0.17,0.4,17.8
2012/12/15,11.5,0.2,25.8
2012/12/16,0.33,1,34.4
2012/12/17,18.67,1.4,59.7
2012/12/18,0.42,1.9,84.1
2012/12/19,1.25,1.3,81.1
2012/12/20,5.42,0.4,75.5
2012/12/21,14.83,0.4,42.6
2012/12/22,0.67,0.5,46
2012/12/23,0,1.1,46.2
2012/12/24,0,1.1,45.3
2012/12/25,0.25,0.9,41.2
2012/12/26,3.92,0.1,31.9
2012/12/27,16.83,0.2,40.3
2012/12/28,0,1,55.8
2012/12/29,29,0.9,62.6
2012/12/30,0,2,116
2012/12/31,0,1.5,62.7
2013/1/1,0,1.2,50.5
2013/1/2,0.08,1,42.6
2013/1/3,0.08,1.4,31.8
2013/1/4,8.33,0.4,35.1
2013/1/5,3.5,0.1,31.4
2013/1/6,0.42,0.1,31.3
2013/1/7,0.17,0.7,33.9
2013/1/8,0.33,0.1,30.8
2013/1/9,0,1.3,30.9
2013/1/10,0,0.7,23
2013/1/11,2,0.3,26.7
2013/1/12,1.25,0.3,28
2013/1/13,0,0.2,28.3
2013/1/14,0,1.1,26.1
2013/1/15,0,0.7,17.3
2013/1/16,0.58,0.8,8.78
2013/1/17,0,1,32.1
2013/1/18,0,1.8,19.8
2013/1/19,0,0.8,11.9
2013/1/20,0,0.8,13.5
2013/1/21,0.08,1.1,15.5
2013/1/22,0,1.4,11.9
2013/1/23,1.58,1.5,13.2
2013/1/24,1.08,0.8,14.6
2013/1/25,0,1.7,22.2
2013/1/26,0,1.3,22.2
2013/1/27,0,1.8,16
2013/1/28,1,1.8,13
2013/1/29,0,1.4,12.5
2013/1/30,0,0.6,13.3
2013/1/31,0.17,1.3,10.8
2013/2/1,0,0.5,9.96
2013/2/2,0,1.5,13.5
2013/2/3,0.75,0.6,10.9
2013/2/4,22.75,0.1,10.9
2013/2/5,5.08,1.2,41.2
2013/2/6,4.25,1.5,51.8
2013/2/7,30.75,2.8,62.4
2013/2/8,3.92,2.4,108
2013/2/9,0.75,0.6,70.3
2013/2/10,0.92,0.8,60
2013/2/11,10.42,0.1,50.9
2013/2/12,2.25,0.4,63.9
2013/2/13,0,0.7,80
2013/2/14,0,1.1,57.5
2013/2/15,1.42,0.6,49.3
2013/2/16,0,0.6,48.8
2013/2/17,0,0.4,43
2013/2/18,0.25,1.6,40.5
2013/2/19,2.92,2.2,43.6
2013/2/20,0.58,1,32.9
2013/2/21,4.5,0.6,32
2013/2/22,0,0.6,23.4
2013/2/23,0.08,2,38.5
2013/2/24,0.08,0.6,18.9
2013/2/25,6.42,0.3,22.5
2013/2/26,24.33,0.2,24.3
2013/2/27,0.67,0.2,87
2013/2/28,0.33,0.5,55.7
2013/3/1,11.08,2.4,41
2013/3/2,0,1.8,60.4
2013/3/3,0,2.9,63.7
2013/3/4,0,2.6,50.4
2013/3/5,0,2.8,40.7
2013/3/6,0,2.8,29.9
2013/3/7,0,2.7,25.5
2013/3/8,0,1.7,16.8
2013/3/9,0,2.6,15.2
2013/3/10,0,3.4,17.3
2013/3/11,0,2.1,17.6
2013/3/12,0,2.3,21.9
2013/3/13,0.17,3.6,20.8
2013/3/14,0,3.5,20.8
2013/3/15,0.08,2.5,19.5
2013/3/16,7.75,1.4,16.8
2013/3/17,16.92,0.6,12.8
2013/3/18,0,2.3,39.2
2013/3/19,26.67,1.1,27.7
2013/3/20,4.42,1,82.8
2013/3/21,0,1.5,75.3
2013/3/22,17.83,1.5,38.6
2013/3/23,42.08,2.1,62.8
2013/3/24,7.92,2.1,258
2013/3/25,17.33,3.6,164
2013/3/26,9.58,1.8,163
2013/3/27,0,2.5,156
2013/3/28,14.75,0.4,109
2013/3/29,2.5,0.7,111
2013/3/30,6.92,0.7,95.9
2013/3/31,8.25,0.9,94.9
2013/4/1,7.25,1.1,74.6
2013/4/2,1.25,1.7,84.9
2013/4/3,11.75,0.6,73
2013/4/4,20.83,1.6,86.1
2013/4/5,10.42,0.8,135
2013/4/6,0.08,3.7,163
2013/4/7,0,3.6,127
2013/4/8,1,1.7,95.2
2013/4/9,6.17,2.4,65.4
2013/4/10,0,3.5,65.9
2013/4/11,0,2,52.1
2013/4/12,0,3.3,54.2
2013/4/13,0,3.2,46.1
2013/4/14,0,4.1,36.6
2013/4/15,0,4,39.5
2013/4/16,2.67,2.1,31.3
2013/4/17,5.08,1.1,25.2
2013/4/18,28.83,0.5,47.8
2013/4/19,3.83,0.9,66.3
2013/4/20,4.92,2.8,57.3
2013/4/21,0,3,52.1
2013/4/22,0.25,1.1,35.6
2013/4/23,1,0.3,37.9
2013/4/24,30.08,0.2,59.9
2013/4/25,0,2.8,124
2013/4/26,0,3.1,72.5
2013/4/27,0.08,4.9,57.1
2013/4/28,7.5,1,44.4
2013/4/29,14.92,2.1,44.9
2013/4/30,23.5,2.3,101
2013/5/1,0,4.9,143
2013/5/2,0,3.7,93.7
2013/5/3,0.08,2.7,62
2013/5/4,0,2.1,54.4
2013/5/5,4.75,0.3,46.6
2013/5/6,1.33,0.6,46.9
2013/5/7,6,1.1,40.5
2013/5/8,9.5,0.6,46.8
2013/5/9,39.5,0.6,97.1
2013/5/10,10.58,1.6,209
2013/5/11,0,2.3,126
2013/5/12,0,4.1,85.9
2013/5/13,0,4.6,75
2013/5/14,2.42,2.8,49.8
2013/5/15,35.5,0.2,65.1
2013/5/16,32.17,0.8,260
2013/5/17,0,2.4,244
2013/5/18,15.58,1.6,132
2013/5/19,2.83,2.6,173
2013/5/20,11.83,0.8,131
2013/5/21,4.33,1.8,148
2013/5/22,14.5,2.3,125
2013/5/23,1.42,3.6,174
2013/5/24,0,4.4,117
2013/5/25,0.67,6,86.4
2013/5/26,36.42,2.8,75.7
2013/5/27,4.67,2.3,174
2013/5/28,0,3.8,131
2013/5/29,27.75,4.5,96.3
2013/5/30,13.67,3.9,190
2013/5/31,20.67,3.2,144
2013/6/1,7.42,2.6,141
2013/6/2,23.5,2.5,185
2013/6/3,0.17,2.3,229
2013/6/4,5.42,0.9,142
2013/6/5,0,3.6,108
2013/6/6,15.58,2.4,87.4
2013/6/7,33.92,0.5,117
2013/6/8,2.75,1.4,432
2013/6/9,0,3.9,189
2013/6/10,18.42,2.6,116
2013/6/11,23.42,1,151
2013/6/12,21.5,0.7,285
2013/6/13,3.33,0.1,295
2013/6/14,0.92,1,181
2013/6/15,0.33,0.2,126
2013/6/16,0.75,3.6,108
2013/6/17,0.67,2.8,90
2013/6/18,1.67,3.4,90
2013/6/19,8.92,4.8,65.8
2013/6/20,16.58,3.9,80
2013/6/21,6.42,3.5,122
2013/6/22,19.17,3.4,113
2013/6/23,3.75,3.3,117
2013/6/24,4.17,3.9,83.3
2013/6/25,2.67,3.3,99
2013/6/26,13.08,2.2,92.7
2013/6/27,0.75,3.4,98.7
2013/6/28,32.5,3.6,74.4
2013/6/29,0.83,3.2,168
2013/6/30,0,2.9,98.9
2013/7/1,0,4.7,73.4
2013/7/2,0,5.5,64.2
2013/7/3,0,6.5,57.6
2013/7/4,0,5.8,46
2013/7/5,0,6.5,42.6
2013/7/6,0,4.9,37
2013/7/7,0,6.1,29.2
2013/7/8,0,5.6,24.2
2013/7/9,0,5.7,23.6
2013/7/10,0.08,7,28
2013/7/11,1.08,6.6,29.8
2013/7/12,0,5.4,29.2
2013/7/13,5.25,3.8,41.5
2013/7/14,2.75,4.1,37.3
2013/7/15,14.92,3.7,32.9
2013/7/16,10.08,2.1,42.4
2013/7/17,5.08,5.6,38.3
2013/7/18,2.17,4.9,18.4
2013/7/19,5.75,1.3,52.7
2013/7/20,27.08,2.6,29.7
2013/7/21,15.58,1.3,170
2013/7/22,0,3.2,103
2013/7/23,0,5,59.8
2013/7/24,0,5,44.8
2013/7/25,0.67,7,38.5
2013/7/26,0,6,21.2
2013/7/27,0,7,23.8
2013/7/28,0,6,24.7
2013/7/29,0,5.6,22.1
2013/7/30,0,6.3,18.4
2013/7/31,0,5.1,21.6
2013/8/1,0.42,7.1,15.5
2013/8/2,2,3.7,17.3
2013/8/3,0.08,5,18.6
2013/8/4,0,6.3,19.1
2013/8/5,0,6.2,15.7
2013/8/6,0,7.3,14.1
2013/8/7,0,7.6,13.5
2013/8/8,0,7.4,11.9
2013/8/9,2.42,8,11.1
2013/8/10,0,6.7,10.2
2013/8/11,0,7.4,8.44
2013/8/12,0,7.4,16
2013/8/13,0,6.3,8.03
2013/8/14,1.5,4.6,4.48
2013/8/15,18.17,3.8,22.3
2013/8/16,2.58,2.9,37.1
2013/8/17,0.83,2.9,30
2013/8/18,4.5,5.5,14.7
2013/8/19,0,3.6,16.8
2013/8/20,0,4.6,13.8
2013/8/21,33.67,3.3,23.2
2013/8/22,16.92,1.6,87.6
2013/8/23,3.08,3.3,215
2013/8/24,0,2.6,65.6
2013/8/25,0.75,4.7,43.1
2013/8/26,7.42,4.2,35.6
2013/8/27,1.92,5.5,38.8
2013/8/28,0,6.1,36.8
2013/8/29,4.83,5.8,25.1
2013/8/30,27.25,2.9,37.3
2013/8/31,0,4.9,62.4
2013/9/1,0,5.1,30.8
2013/9/2,0,5.3,29.8
2013/9/3,0,5,19.9
2013/9/4,0,5.5,18.9
2013/9/5,0,3.4,12.5
2013/9/6,0,3.2,12.4
2013/9/7,0.25,3.3,10.9
2013/9/8,0.5,4.6,12.9
2013/9/9,11.75,5.5,11.9
2013/9/10,0,4.8,10.5
2013/9/11,0.08,6.5,12.4
2013/9/12,0,5.3,9.7
2013/9/13,2.17,5.2,9.22
2013/9/14,1.5,5.4,6.73
2013/9/15,0.67,6.1,15
2013/9/16,0,4.2,12.2
2013/9/17,0,6.7,15.6
2013/9/18,0,4,14.6
2013/9/19,0,4.7,12.8
2013/9/20,0,5.7,13.6
2013/9/21,0.67,3.5,10.2
2013/9/22,0.25,3.8,6.16
2013/9/23,0.17,3.1,11.3
2013/9/24,0,4.5,13
2013/9/25,3.17,6.9,10.1
